00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 3227                 1227
ff599efe, 00a66101, 86bc380d, 7943c7f2, 1, 0, 8615d70c, 79ea28f3, 1, 0,               102936                 1726
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104411                 1475
a446be48, 5bb941b7, 359fdd6b, ca602294, 1, 0, d9e69bb4, 2619644b, 0, 1,               105942                 1531
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               107415                 1473
e15df8c2, 1ea2073d, 81174a02, 7ee8b5fd, 0, 1, 627542c4, 9d8abd3b, 1, 0,               108814                 1399
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110274                 1460
34d12d69, cb2ed296, 0effe91d, f10016e2, 1, 0, 43d11687, bc2ee978, 0, 1,               111840                 1566
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               113311                 1471
1652d92c, e9ad26d3, 11844923, ee7bb6dc, 0, 1, 27d7224f, d828ddb0, 0, 1,               115138                 1827
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               116602                 1464
ed3af2da, 12c50d25, e5730aca, 1a8cf535, 0, 1, d2adfda4, 2d52025b, 1, 0,               118582                 1980
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               120047                 1465
e844e2d0, 17bb1d2f, 7968bdf2, 8697420d, 0, 1, 61ada0c2, 9e525f3d, 1, 0,               121914                 1867
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               123406                 1492
5f54e5be, a0ab1a41, 20c4b341, df3b4cbe, 0, 1, 801998ff, 7fe66700, 0, 1,               125713                 2307
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               127177                 1464
89aaf013, 76550fec, 3c20f378, c3df0c87, 1, 0, c5cbe38c, 3a341c73, 0, 1,               128591                 1414
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               130063                 1472
db0de0b6, 24f21f49, 75c50deb, 8a3af214, 0, 1, 50d2eea1, af2d115e, 1, 0,               131635                 1572
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               133114                 1479
fda77efb, 02588104, 634bf9c6, 9cb40639, 0, 1, 60f378c1, 9f0c873e, 1, 0,               134823                 1709
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               136310                 1487
1cacb339, e3534cc6, de7502bc, 218afd43, 0, 1, fb21b5f5, 04de4a0a, 0, 1,               137731                 1421
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               139194                 1463
6cc0ffd9, 933f0026, 85d79a0b, 7a2865f4, 1, 0, f29899e5, 0d67661a, 0, 1,               140746                 1552
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               142212                 1466
e154f2c2, 1eab0d3d, 42f24185, bd0dbe7a, 1, 0, 24473448, dbb8cbb7, 1, 0,               143728                 1516
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               145190                 1462
b2a94665, 4d56b99a, 9dcc603b, 62339fc4, 0, 1, 5075a6a0, af8a595f, 1, 0,               146896                 1706
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               148354                 1458
ef8ee4df, 10711b20, bf23327e, 40dccd81, 1, 0, aeb2175e, 514de8a1, 1, 0,               149891                 1537
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               151385                 1494
f96be2f2, 06941d0d, 78d99bf1, 8726640e, 1, 0, 72457ee4, 8dba811b, 1, 0,               153070                 1685
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               154549                 1479
164a572c, e9b5a8d3, 31230762, cedcf89d, 0, 1, 476d5e8e, b892a171, 0, 1,               156069                 1520
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               157527                 1458
f41b7ae8, 0be48517, 4fa1559f, b05eaa60, 1, 0, 43bcd088, bc432f77, 1, 0,               159216                 1689
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               160696                 1480
579485af, a86b7a50, 7c6da9f8, 83925607, 1, 0, d4022fa8, 2bfdd057, 0, 1,               162867                 2171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               164346                 1479
2ed6355d, d129caa2, cfc4569f, 303ba960, 0, 1, fe9a8bfc, 01657403, 0, 1,               166016                 1670
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               167479                 1463
94f8f429, 6b070bd6, adcbc05b, 52343fa4, 1, 0, 42c4b485, bd3b4b7a, 1, 0,               169028                 1549
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               170489                 1461
e3b912c7, 1c46ed38, a4ae3249, 5b51cdb6, 0, 1, 88674510, 7798baef, 1, 0,               172050                 1561
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               173515                 1465
d2455ea4, 2dbaa15b, ebfec0d7, 14013f28, 1, 0, be441f7c, 41bbe083, 1, 0,               175167                 1652
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               176640                 1473
441a5388, bbe5ac77, 4b212f96, b4ded069, 0, 1, 8f3b831e, 70c47ce1, 0, 1,               178520                 1880
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               179994                 1474
30287f60, cfd7809f, e12ccec2, 1ed3313d, 0, 1, 11554e22, eeaab1dd, 1, 0,               181393                 1399
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               182879                 1486
1b22cd36, e4dd32c9, bb825a77, 447da588, 1, 0, d6a527ae, 295ad851, 0, 1,               184392                 1513
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               185865                 1473
4ae40195, b51bfe6a, 090cdb12, f6f324ed, 0, 1, 53f0dca7, ac0f2358, 0, 1,               187672                 1807
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               189150                 1478
8a9e5815, 7561a7ea, 36e5816d, c91a7e92, 1, 0, c183d983, 3e7c267c, 0, 1,               190881                 1731
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               192342                 1461
62095bc4, 9df6a43b, 0fd28f1f, f02d70e0, 1, 0, 71dbeae4, 8e24151b, 0, 1,               194015                 1673
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               195493                 1478
549b25a9, ab64da56, 42d92f85, bd26d07a, 0, 1, 9774552e, 688baad1, 0, 1,               196863                 1370
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               198330                 1467
c4f9b489, 3b064b76, 2dda595b, d225a6a4, 1, 0, f2d40de5, 0d2bf21a, 0, 1,               200172                 1842
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               201650                 1478
1c302338, e3cfdcc7, 9ff2ae3f, 600d51c0, 0, 1, bc22d177, 43dd2e88, 0, 1,               203345                 1695
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               204816                 1471
24a0b949, db5f46b6, 2c156358, d3ea9ca7, 0, 1, 50b61ca1, af49e35e, 0, 1,               206356                 1540
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               207824                 1468
3582576b, ca7da894, c71a0c8e, 38e5f371, 0, 1, fc9c63f9, 03639c06, 0, 1,               209636                 1812
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               211095                 1459
cda2869b, 325d7964, 7d3599fa, 82ca6605, 0, 1, 4ad82095, b527df6a, 1, 0,               212959                 1864
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               214432                 1473
70e14be1, 8f1eb41e, 39961773, c669e88c, 1, 0, aa776355, 55889caa, 0, 1,               215997                 1565
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               217474                 1477
1ef4853d, e10b7ac2, 9799a82f, 686657d0, 1, 0, b68e2d6d, 4971d292, 0, 1,               218872                 1398
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               220340                 1468
b6925e6d, 496da192, afd8565f, 5027a9a0, 0, 1, 666ab4cc, 99954b33, 1, 0,               221732                 1392
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               223197                 1465
ff9944ff, 0066bb00, 7bf8fdf7, 84070208, 1, 0, 7b9242f7, 846dbd08, 1, 0,               224724                 1527
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               226223                 1499
b8a33071, 475ccf8e, f3091ae6, 0cf6e519, 0, 1, abac4b57, 5453b4a8, 1, 0,               227748                 1525
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               229219                 1471
52f767a5, ad08985a, 14cfc129, eb303ed6, 1, 0, 67c728cf, 9838d730, 0, 1,               230769                 1550
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               232235                 1466
65daf9cb, 9a250634, ed536cda, 12ac9325, 1, 0, 532e66a6, acd19959, 1, 0,               233614                 1379
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               235085                 1471
a603784c, 59fc87b3, da8ae2b5, 25751d4a, 1, 0, 808e5b02, 7f71a4fd, 1, 0,               236945                 1860
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               238424                 1479
94a2ec29, 6b5d13d6, 3cf11979, c30ee686, 0, 1, d19405a2, 2e6bfa5d, 0, 1,               240432                 2008
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               241910                 1478
3834cf70, c7cb308f, e8740cd0, 178bf32f, 0, 1, 20a8dc40, df5723bf, 1, 0,               243449                 1539
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               244928                 1479
7e7da1fc, 81825e03, 55f6adab, aa095254, 0, 1, d4744fa7, 2b8bb058, 0, 1,               246464                 1536
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               247942                 1478
49fd6f93, b602906c, 6e5daddc, 91a25223, 0, 1, b85b1d6f, 47a4e290, 0, 1,               249646                 1704
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               251124                 1478
8c655e18, 739aa1e7, fedf72fd, 01208d02, 1, 0, 8b44d116, 74bb2ee9, 1, 0,               252681                 1557
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               254158                 1477
ef3ce8de, 10c31721, 2b0eed56, d4f112a9, 0, 1, 1a4bd634, e5b429cb, 1, 0,               255567                 1409
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               257040                 1473
92299024, 6dd66fdb, b3d97667, 4c268998, 0, 1, 4603068b, b9fcf974, 1, 0,               258888                 1848
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               260356                 1468
b6e6346d, 4919cb92, 5b6fb9b6, a4904649, 0, 1, 1255ee23, edaa11dc, 1, 0,               261902                 1546
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               263378                 1476
5aa31fb5, a55ce04a, 3cd18779, c32e7886, 0, 1, 9774a72e, 688b58d1, 0, 1,               264903                 1525
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               266369                 1466
f9d09ef3, 062f610c, 4a74bf94, b58b406b, 1, 0, 44455e88, bbbaa177, 1, 0,               267885                 1516
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269360                 1475
4057c980, bfa8367f, 823f2c04, 7dc0d3fb, 1, 0, c296f585, 3d690a7a, 0, 1,               270855                 1495
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               272328                 1473
c16b9682, 3e94697d, 6dcb69db, 92349624, 1, 0, 2f37005e, d0c8ffa1, 1, 0,               274658                 2330
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276143                 1485
ede48adb, 121b7524, 6cb0b7d9, 934f4826, 1, 0, 5a9542b5, a56abd4a, 1, 0,               277836                 1693
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               279308                 1472
a3cd9c47, 5c3263b8, bb45e276, 44ba1d89, 0, 1, 5f137ebd, a0ec8142, 1, 0,               281331                 2023
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               282800                 1469
3747016e, c8b8fe91, 5b172db6, a4e8d249, 1, 0, 925e2f25, 6da1d0da, 0, 1,               284240                 1440
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               285717                 1477
dd561cba, 22a9e345, a3071a46, 5cf8e5b9, 0, 1, 805d3700, 7fa2c8ff, 1, 0,               287728                 2011
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               289204                 1476
b8ddbe71, 4722418e, 7bd261f7, 842d9e08, 1, 0, 34b02069, cb4fdf96, 1, 0,               291244                 2040
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               292726                 1482
08da4f11, f725b0ee, da6ebab4, 2591454b, 0, 1, e34909c5, 1cb6f63a, 0, 1,               294411                 1685
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               295896                 1485
7ab7b7f5, 8548480a, 147cd928, eb8326d7, 1, 0, 8f34911e, 70cb6ee1, 0, 1,               297453                 1557
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               298919                 1466
4e15179c, b1eae863, e3c530c7, 1c3acf38, 0, 1, 31da4863, ce25b79c, 1, 0,               300489                 1570
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               301957                 1468
ae8a965d, 517569a2, 8477e408, 7b881bf7, 0, 1, 33027a65, ccfd859a, 1, 0,               303940                 1983
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               305408                 1468
62d1e3c5, 9d2e1c3a, fea7a6fd, 01585902, 1, 0, 61798ac3, 9e86753c, 1, 0,               306970                 1562
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               308441                 1471
ac682658, 5397d9a7, 8e37901c, 71c86fe3, 0, 1, 3a9fb674, c560498b, 1, 0,               310483                 2042
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               311962                 1479
7e0a91fc, 81f56e03, ed3408da, 12cbf725, 1, 0, 6b3e9ad7, 94c16528, 1, 0,               313792                 1830
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               315271                 1479
060aad0c, f9f552f3, 334ea766, ccb15899, 0, 1, 39595472, c6a6ab8d, 0, 1,               316670                 1399
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               318142                 1472
0cf04519, f30fbae6, b9f50473, 460afb8c, 0, 1, c6e5498c, 391ab673, 0, 1,               319540                 1398
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               321005                 1465
d2504ca4, 2dafb35b, 2f3ab35e, d0c54ca1, 0, 1, 018b0002, fe74fffd, 1, 0,               324116                 3111
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               325610                 1494
c8975291, 3768ad6e, 6a8e05d5, 9571fa2a, 0, 1, 33255866, ccdaa799, 1, 0,               327154                 1544
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               328616                 1462
a23d6044, 5dc29fbb, dcf000b9, 230fff46, 1, 0, 7f2d60fe, 80d29f01, 1, 0,               330635                 2019
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               332105                 1470
67be1dcf, 9841e230, 4b273796, b4d8c869, 0, 1, b2e55565, 4d1aaa9a, 0, 1,               333529                 1424
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               334995                 1466
d69de2ad, 29621d52, 13259f26, ecda60d9, 0, 1, e9c381d3, 163c7e2c, 0, 1,               336866                 1871
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               338339                 1473
c2e6ee85, 3d19117a, 3e99837d, c1667c82, 0, 1, 01807202, fe7f8dfd, 1, 0,               340500                 2161
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               341974                 1474
b91dca72, 46e2358d, 43615786, bc9ea879, 0, 1, fc7f21f8, 0380de07, 0, 1,               343834                 1860
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               345288                 1454
89bcdc13, 764323ec, 3f5a9b7e, c0a56481, 1, 0, c9177792, 36e8886d, 0, 1,               346837                 1549
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               348303                 1466
bd70687a, 428f9785, e7c3b6cf, 183c4930, 1, 0, a5341f4a, 5acbe0b5, 1, 0,               350021                 1718
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               351514                 1493
cf7baa9e, 30845561, fd28e4fa, 02d71b05, 1, 0, cca48f99, 335b7066, 1, 0,               353013                 1499
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               354480                 1467
16decb2d, e92134d2, 0b940917, f46bf6e8, 1, 0, 2272d445, dd8d2bba, 0, 1,               356033                 1553
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               357495                 1462
68d2abd1, 972d542e, 43779186, bc886e79, 0, 1, ac4a3d57, 53b5c2a8, 0, 1,               359034                 1539
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               360502                 1468
4c551998, b3aae667, 7a8c59f5, 8573a60a, 1, 0, c6e1738e, 391e8c71, 0, 1,               361937                 1435
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               363399                 1462
887a9610, 778569ef, 949a8a29, 6b6575d6, 1, 0, 1d15203a, e2eadfc5, 1, 0,               364984                 1585
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               366454                 1470
18c6f931, e73906ce, e2e574c5, 1d1a8b3a, 0, 1, fbac6df6, 04539209, 0, 1,               368304                 1850
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               369777                 1473
e87676d0, 1789892f, 25b27b4b, da4d84b4, 1, 0, 0e28f21c, f1d70de3, 1, 0,               371312                 1535
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               372789                 1477
9f82ec3f, 607d13c0, f622e6ec, 09dd1913, 0, 1, 95a5d32b, 6a5a2cd4, 1, 0,               374182                 1393
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               375643                 1461
4cb77d99, b3488266, 2758d14e, d8a72eb1, 0, 1, 74104ee7, 8befb118, 0, 1,               377505                 1862
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               378981                 1476
3bccb377, c4334c88, 549efda9, ab610256, 1, 0, 906bb121, 6f944ede, 0, 1,               380663                 1682
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               382163                 1500
f89beaf1, 0764150e, 070bb90e, f8f446f1, 0, 1, ffa7a3ff, 00585c00, 0, 1,               384642                 2479
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               386126                 1484
e8d6a2d1, 17295d2e, cfd6c09f, 30293f60, 0, 1, b8ad6370, 47529c8f, 1, 0,               387676                 1550
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               389138                 1462
fb80eaf7, 047f1508, 155a1d2a, eaa5e2d5, 1, 0, 10db0822, ef24f7dd, 1, 0,               391015                 1877
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               392505                 1490
daf214b5, 250deb4a, 4f75ff9e, b08a0061, 0, 1, 2a681453, d597ebac, 1, 0,               394516                 2011
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               396001                 1485
b15f7462, 4ea08b9d, bccfa879, 43305786, 0, 1, 6e2f1cdb, 91d0e324, 1, 0,               397529                 1528
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               399002                 1473
548eb7a9, ab714856, 652345ca, 9adcba35, 1, 0, b9b1fd74, 464e028b, 0, 1,               400828                 1826
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               402293                 1465
ab2c2a56, 54d3d5a9, 35a0c96b, ca5f3694, 1, 0, e0ccf3c2, 1f330c3d, 0, 1,               404005                 1712
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               405469                 1464
