00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 3227                 1227
e65de4cc, 19a21b33, b302da66, 4cfd2599, 1, 0, 9960bf33, 669f40cc, 1, 0,               802295                 1869
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               803771                 1476
21931b43, de6ce4bc, f4d86ee9, 0b279116, 0, 1, 166b8a2c, e99475d3, 1, 0,               805317                 1546
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               806795                 1478
743d59e8, 8bc2a617, 8376ac06, 7c8953f9, 1, 0, f7b405ef, 084bfa10, 0, 1,               808794                 1999
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               810267                 1473
88f1e811, 770e17ee, 70ef37e1, 8f10c81e, 1, 0, f9e11ff3, 061ee00c, 0, 1,               812807                 2540
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               814306                 1499
da2b86b4, 25d4794b, f7723eee, 088dc111, 0, 1, d19dc5a2, 2e623a5d, 1, 0,               815851                 1545
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               817325                 1474
7062c1e0, 8f9d3e1f, f29c5ee5, 0d63a11a, 0, 1, 62ff20c5, 9d00df3a, 1, 0,               819472                 2147
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               820969                 1497
c1ef0e83, 3e10f17c, 322f7d64, cdd0829b, 1, 0, f41e8be8, 0be17417, 0, 1,               822814                 1845
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               824279                 1465
7d55a7fa, 82aa5805, f0eeaee1, 0f11511e, 1, 0, 6e4456dc, 91bba923, 1, 0,               825805                 1526
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               827281                 1476
5c03d7b8, a3fc2847, 3715156e, c8eaea91, 1, 0, 9318ed27, 6ce712d8, 0, 1,               828717                 1436
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               830195                 1478
b5447c6a, 4abb8395, 6a9fb9d5, 9560462a, 0, 1, 1fe4363f, e01bc9c0, 1, 0,               832314                 2119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               833790                 1476
1cf6f139, e3090ec6, 786271f0, 879d8e0f, 0, 1, 95596329, 6aa69cd6, 0, 1,               835179                 1389
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               836649                 1470
aaa56055, 555a9faa, 079fc30f, f8603cf0, 1, 0, b2452365, 4dbadc9a, 0, 1,               838179                 1530
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               839657                 1478
6a5d7dd4, 95a2822b, be9bbc7d, 41644382, 0, 1, 28f93a51, d706c5ae, 1, 0,               841083                 1426
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               842567                 1484
67fc0bcf, 9803f430, f161dce2, 0e9e231d, 0, 1, 595de8b1, a6a2174e, 1, 0,               844133                 1566
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               845606                 1473
199e8933, e66176cc, d4b5e6a9, 2b4a1956, 1, 0, ee546fdd, 11ab9022, 0, 1,               847453                 1847
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               848920                 1467
17e2312f, e81dced0, ade7d05b, 52182fa4, 1, 0, c5ca018b, 3a35fe74, 0, 1,               850615                 1695
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               852097                 1482
cb87ea97, 34781568, 25029b4a, dafd64b5, 1, 0, f08a85e2, 0f757a1d, 0, 1,               853681                 1584
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               855150                 1469
ca9ee495, 35611b6a, 098e2d13, f671d2ec, 1, 0, d42d11a9, 2bd2ee56, 0, 1,               856560                 1410
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               858020                 1460
3666256c, c999da93, 32dc4165, cd23be9a, 1, 0, 694266d2, 96bd992d, 0, 1,               859549                 1529
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               861022                 1473
e1a4f4c3, 1e5b0b3c, db983ab7, 2467c548, 1, 0, bd3d2f7b, 42c2d084, 1, 0,               862696                 1674
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               864170                 1474
0517470a, fae8b8f5, 9d12083a, 62edf7c5, 1, 0, a2294f45, 5dd6b0ba, 0, 1,               865831                 1661
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               867292                 1461
87104a0e, 78efb5f1, 317c0762, ce83f89d, 0, 1, b88c5170, 4773ae8f, 0, 1,               868738                 1446
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               870214                 1476
4450cd88, bbaf3277, 1513dd2a, eaec22d5, 1, 0, 5964aab3, a69b554c, 0, 1,               871587                 1373
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               873049                 1462
9afa4835, 6505b7ca, 2cee5f59, d311a0a6, 1, 0, c7e8a78f, 38175870, 0, 1,               874607                 1558
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               876070                 1463
18108130, e7ef7ecf, 76de6bed, 89219412, 1, 0, 8eeeed1e, 711112e1, 0, 1,               877640                 1570
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               879114                 1474
9a3d3434, 65c2cbcb, a0aecc41, 5f5133be, 1, 0, 3aec0076, c513ff89, 1, 0,               881273                 2159
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               882750                 1477
d1f052a3, 2e0fad5c, eda71cdb, 1258e324, 1, 0, bf976f7f, 40689080, 1, 0,               884470                 1720
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               885941                 1471
a1fe8a43, 5e0175bc, 38139f70, c7ec608f, 0, 1, da1229b3, 25edd64c, 0, 1,               887648                 1707
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               889109                 1461
2dd5435b, d22abca4, d14820a2, 2eb7df5d, 1, 0, ff1d63fe, 00e29c01, 0, 1,               891243                 2134
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               892708                 1465
c9186092, 36e79f6d, b555de6a, 4aaa2195, 0, 1, 7e6e3efc, 8191c103, 1, 0,               894597                 1889
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               896057                 1460
a5313c4a, 5acec3b5, a86c5e50, 5793a1af, 1, 0, 4d9d9a9b, b2626564, 1, 0,               897572                 1515
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               899029                 1457
0439d108, fbc62ef7, 929d5825, 6d62a7da, 0, 1, 96d7292d, 6928d6d2, 0, 1,               900400                 1371
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               901873                 1473
21cffb43, de3004bc, 7b7b89f6, 84847609, 0, 1, 9d4b8539, 62b47ac6, 0, 1,               903436                 1563
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               904905                 1469
9b564c36, 64a9b3c9, 11cc9b23, ee3364dc, 1, 0, ad22e75a, 52dd18a5, 0, 1,               906436                 1531
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               907895                 1459
0fe6db1f, f01924e0, 644605c8, 9bb9fa37, 1, 0, 742ce0e8, 8bd31f17, 0, 1,               909596                 1701
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               911070                 1474
4ebbfd9d, b1440262, 870cee0e, 78f311f1, 1, 0, d5c8ebac, 2a371453, 0, 1,               912628                 1558
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               914118                 1490
93dfd227, 6c202dd8, 0671030c, f98efcf3, 0, 1, 9a50d533, 65af2acc, 0, 1,               915658                 1540
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               917116                 1458
97e9302f, 6816cfd0, 6a1a61d4, 95e59e2b, 1, 0, 02039204, fdfc6dfb, 1, 0,               919140                 2024
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               920620                 1480
ab173856, 54e8c7a9, 5ca26fb9, a35d9046, 1, 0, 07b9a810, f84657ef, 1, 0,               922641                 2021
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               924123                 1482
65f8a9cb, 9a075634, 7a4fbff4, 85b0400b, 1, 0, e04869c0, 1fb7963f, 0, 1,               926115                 1992
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               927613                 1498
ef84b6df, 107b4920, 066cf10c, f9930ef3, 1, 0, f5f1a7ec, 0a0e5813, 0, 1,               929444                 1831
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               930923                 1479
3f3d097e, c0c2f681, 01729302, fe8d6cfd, 1, 0, 40af9c81, bf50637e, 0, 1,               932801                 1878
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               934275                 1474
c507208a, 3af8df75, 02fbf905, fd0406fa, 0, 1, c803198f, 37fce670, 0, 1,               936766                 2491
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               938239                 1473
41633182, be9cce7d, 013f2902, fec0d6fd, 0, 1, 42a25a84, bd5da57b, 0, 1,               939775                 1536
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               941239                 1464
93cb5427, 6c34abd8, 847fb208, 7b804df7, 1, 0, 184b0630, e7b4f9cf, 1, 0,               942948                 1709
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               944435                 1487
ff3394fe, 00cc6b01, d7b48eaf, 284b7150, 0, 1, d6e823ad, 2917dc52, 1, 0,               945980                 1545
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               947460                 1480
8e061e1c, 71f9e1e3, 48590990, b7a6f66f, 1, 0, d65f27ad, 29a0d852, 0, 1,               949314                 1854
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               950779                 1465
26caaf4d, d93550b2, a620904c, 59df6fb3, 1, 0, cceb3f9a, 3314c065, 0, 1,               952741                 1962
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               954198                 1457
07f9170f, f806e8f0, a005a640, 5ffa59bf, 1, 0, a7febd50, 580142af, 0, 1,               956619                 2421
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               958101                 1482
1ce04f39, e31fb0c6, 86ebb60d, 791449f2, 0, 1, a3cc0546, 5c33fab9, 0, 1,               960259                 2158
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               961741                 1482
cffa7e9f, 30058160, 16cbf92d, e93406d2, 1, 0, e6c677cd, 19398832, 0, 1,               963407                 1666
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               964886                 1479
c1760082, 3e89ff7d, 5e2551bc, a1daae43, 0, 1, 1f9b523e, e064adc1, 1, 0,               966742                 1856
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               968216                 1474
e8f828d1, 1707d72e, 60272dc0, 9fd8d23f, 0, 1, 491f5691, b6e0a96e, 1, 0,               970048                 1832
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               971510                 1462
500471a0, affb8e5f, d0cf6aa1, 2f30955e, 1, 0, 20d3dc42, df2c23bd, 1, 0,               972900                 1390
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               974367                 1467
bcad4e79, 4352b186, faf32ef5, 050cd10a, 1, 0, b7a07d6f, 485f8290, 1, 0,               976057                 1690
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               977533                 1476
30ffc361, cf003c9e, aeeacc5d, 511533a2, 0, 1, dfea8fbe, 20157041, 0, 1,               979240                 1707
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               980706                 1466
fb8378f7, 047c8708, b558a66a, 4aa75995, 0, 1, b0dc1f61, 4f23e09e, 1, 0,               982414                 1708
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               983885                 1471
8c4afa18, 73b505e7, dc4308b8, 23bcf747, 0, 1, 688e02d0, 9771fd2f, 1, 0,               985746                 1861
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               987231                 1485
1ed6593d, e129a6c2, fd7906fa, 0286f905, 0, 1, 1c4f6037, e3b09fc8, 1, 0,               989416                 2185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               990892                 1476
ebf250d7, 140daf28, 83fa6407, 7c059bf8, 1, 0, 6fecb4df, 90134b20, 1, 0,               992271                 1379
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               993743                 1472
8f12b01e, 70ed4fe1, aada7455, 55258baa, 1, 0, 39ed2474, c612db8b, 1, 0,               995283                 1540
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               996763                 1480
3444a568, cbbb5a97, 22d5f145, dd2a0eba, 1, 0, 571a96ae, a8e56951, 0, 1,               998135                 1372
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               999594                 1459
